id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
855,Female,30,1,28.0,1,< 1 Year,No,28647.0,152.0,190,0
856,Female,28,1,4.0,0,1-2 Year,Yes,2630.0,157.0,63,0
857,Female,22,1,15.0,0,< 1 Year,Yes,37932.0,152.0,293,0
858,Male,36,1,8.0,0,1-2 Year,Yes,31149.0,124.0,207,0
859,Male,23,1,36.0,0,< 1 Year,Yes,31668.0,152.0,31,0
860,Male,62,1,8.0,0,1-2 Year,Yes,30883.0,26.0,173,0
861,Male,42,1,28.0,0,1-2 Year,Yes,30408.0,124.0,74,1
862,Male,29,1,41.0,0,< 1 Year,Yes,2630.0,152.0,203,0
863,Male,44,1,50.0,0,1-2 Year,Yes,35668.0,65.0,40,0
864,Male,55,1,46.0,0,1-2 Year,Yes,31997.0,152.0,202,0
865,Female,49,1,41.0,0,1-2 Year,Yes,2630.0,26.0,65,0
866,Male,60,1,28.0,0,1-2 Year,No,46684.0,26.0,280,0
867,Male,21,1,46.0,1,< 1 Year,No,35733.0,160.0,93,0
868,Male,31,1,28.0,1,< 1 Year,No,24002.0,152.0,261,0
869,Female,42,1,3.0,0,1-2 Year,Yes,43811.0,154.0,243,0
870,Female,37,1,28.0,1,1-2 Year,No,48427.0,124.0,176,0
871,Female,40,1,30.0,1,1-2 Year,No,30719.0,152.0,261,0
872,Male,29,1,50.0,0,< 1 Year,Yes,32200.0,124.0,79,0
873,Male,34,1,41.0,1,1-2 Year,Yes,36264.0,26.0,241,0
874,Female,65,1,30.0,1,1-2 Year,Yes,2630.0,157.0,125,0
875,Male,73,1,48.0,0,1-2 Year,Yes,2630.0,15.0,94,0
876,Female,22,1,32.0,1,< 1 Year,No,35727.0,152.0,116,0
877,Male,50,1,28.0,1,1-2 Year,No,45072.0,26.0,65,0
878,Male,30,1,28.0,1,1-2 Year,Yes,2630.0,157.0,127,0
879,Female,52,1,11.0,0,1-2 Year,Yes,2630.0,156.0,195,0
880,Male,63,1,28.0,1,1-2 Year,Yes,65387.0,26.0,146,0
881,Female,47,1,28.0,1,1-2 Year,No,32752.0,26.0,105,0
882,Male,34,1,45.0,0,1-2 Year,Yes,2630.0,156.0,223,1
883,Male,54,1,9.0,0,> 2 Years,Yes,40603.0,31.0,161,1
884,Male,83,1,41.0,1,1-2 Year,No,40935.0,124.0,166,0
885,Male,72,1,28.0,0,1-2 Year,No,60923.0,124.0,179,0
886,Female,25,1,34.0,0,< 1 Year,Yes,2630.0,152.0,46,0
887,Male,57,1,28.0,0,1-2 Year,Yes,39067.0,26.0,134,0
888,Male,54,1,28.0,0,1-2 Year,Yes,36574.0,26.0,66,0
889,Male,24,1,41.0,1,< 1 Year,No,33243.0,152.0,33,0
890,Female,25,1,22.0,1,< 1 Year,No,29364.0,152.0,88,0
891,Female,77,1,3.0,0,1-2 Year,Yes,40743.0,26.0,65,0
892,Female,24,1,8.0,1,< 1 Year,No,33324.0,152.0,83,0
893,Male,45,1,3.0,1,1-2 Year,Yes,31641.0,124.0,183,0
894,Male,26,1,14.0,1,< 1 Year,No,2630.0,152.0,137,0
895,Female,29,1,41.0,0,< 1 Year,Yes,2630.0,121.0,166,1
896,Male,47,1,41.0,0,1-2 Year,Yes,35297.0,124.0,74,1
897,Female,28,1,18.0,1,< 1 Year,No,38784.0,152.0,264,0
898,Male,41,1,45.0,0,1-2 Year,Yes,26978.0,25.0,213,0
899,Male,24,1,28.0,0,1-2 Year,Yes,50974.0,124.0,266,0
900,Male,24,1,6.0,1,< 1 Year,Yes,29526.0,152.0,32,0
901,Female,28,1,2.0,1,< 1 Year,No,30514.0,152.0,65,0
902,Male,24,1,36.0,0,< 1 Year,No,30983.0,152.0,67,0
903,Male,49,1,45.0,0,1-2 Year,Yes,27937.0,124.0,132,0
904,Female,51,1,50.0,0,< 1 Year,Yes,45869.0,122.0,100,0
905,Female,69,1,28.0,0,1-2 Year,No,46732.0,13.0,259,0
906,Female,22,1,36.0,1,< 1 Year,Yes,2630.0,160.0,106,0
907,Male,44,1,28.0,0,1-2 Year,Yes,35482.0,26.0,59,0
908,Male,35,1,27.0,0,1-2 Year,Yes,22791.0,156.0,36,0
909,Male,30,1,38.0,1,1-2 Year,No,25412.0,124.0,175,0
910,Female,36,1,33.0,0,1-2 Year,Yes,2630.0,160.0,180,0
911,Female,21,1,28.0,0,< 1 Year,Yes,32733.0,152.0,145,0
912,Male,72,1,28.0,0,> 2 Years,Yes,54468.0,122.0,129,1
913,Male,22,1,46.0,1,< 1 Year,No,21470.0,152.0,182,0
914,Female,25,1,35.0,1,< 1 Year,No,31745.0,152.0,242,0
915,Male,49,1,7.0,0,1-2 Year,No,36497.0,4.0,252,0
916,Female,31,1,29.0,1,< 1 Year,No,25259.0,152.0,42,0
917,Male,24,1,15.0,0,< 1 Year,Yes,27709.0,152.0,64,0
918,Female,47,1,8.0,0,1-2 Year,Yes,32305.0,26.0,80,0
919,Male,32,1,28.0,0,1-2 Year,Yes,2630.0,124.0,227,1
920,Male,42,1,8.0,1,1-2 Year,No,28725.0,26.0,284,0
921,Female,70,1,6.0,1,1-2 Year,No,25776.0,124.0,105,0
922,Male,59,1,26.0,1,1-2 Year,No,47831.0,22.0,274,0
923,Male,24,1,8.0,1,< 1 Year,No,29817.0,152.0,88,0
924,Male,25,1,15.0,1,< 1 Year,No,30587.0,152.0,49,0
925,Male,37,1,18.0,0,1-2 Year,Yes,53672.0,154.0,32,1
926,Male,22,1,28.0,1,< 1 Year,No,33860.0,152.0,247,0
927,Female,26,1,14.0,1,< 1 Year,No,42792.0,152.0,86,0
928,Female,81,1,28.0,1,1-2 Year,No,38673.0,26.0,36,0
929,Female,64,1,28.0,0,1-2 Year,Yes,54624.0,26.0,17,0
930,Female,31,1,12.0,0,1-2 Year,Yes,2630.0,26.0,186,0
931,Female,51,1,28.0,0,1-2 Year,Yes,37564.0,26.0,252,1
932,Female,25,1,47.0,0,< 1 Year,Yes,57180.0,154.0,205,1
933,Male,25,1,28.0,1,< 1 Year,No,54611.0,152.0,231,0
934,Female,22,1,41.0,1,< 1 Year,No,21700.0,152.0,124,0
935,Female,42,1,15.0,0,1-2 Year,Yes,27103.0,124.0,175,0
936,Female,23,1,36.0,1,< 1 Year,No,34976.0,152.0,100,0
937,Female,66,1,28.0,0,1-2 Year,Yes,35154.0,122.0,160,0
938,Male,64,1,25.0,0,> 2 Years,Yes,25272.0,26.0,91,0
939,Female,43,1,16.0,1,1-2 Year,No,34518.0,152.0,219,0
940,Male,25,1,2.0,0,< 1 Year,No,27134.0,152.0,65,0
941,Male,50,1,28.0,0,1-2 Year,Yes,26968.0,122.0,17,0
942,Male,35,1,8.0,1,1-2 Year,No,37449.0,124.0,70,0
943,Female,42,1,28.0,0,1-2 Year,Yes,43878.0,26.0,59,0
944,Female,25,1,36.0,0,< 1 Year,Yes,29430.0,152.0,271,0
945,Female,22,1,7.0,0,< 1 Year,Yes,49396.0,160.0,133,0
946,Female,42,1,28.0,1,1-2 Year,No,23211.0,26.0,113,0
947,Male,22,1,15.0,1,< 1 Year,No,38356.0,152.0,258,0
948,Female,22,1,37.0,0,< 1 Year,Yes,30266.0,160.0,88,0
949,Male,20,1,36.0,0,< 1 Year,Yes,41945.0,160.0,50,0
950,Female,46,1,26.0,0,1-2 Year,Yes,2630.0,157.0,142,1
951,Female,22,1,45.0,1,< 1 Year,No,21280.0,152.0,45,0
952,Female,22,1,26.0,1,< 1 Year,No,33459.0,152.0,153,0
953,Male,45,1,46.0,0,1-2 Year,Yes,13895.0,124.0,113,0
954,Female,23,1,28.0,0,< 1 Year,Yes,65093.0,152.0,240,0
955,Male,57,1,39.0,0,1-2 Year,Yes,2630.0,124.0,49,0
956,Male,20,1,11.0,1,< 1 Year,No,29587.0,160.0,187,0
957,Male,50,1,15.0,0,1-2 Year,Yes,33666.0,124.0,242,1
958,Female,28,1,30.0,0,< 1 Year,Yes,30354.0,26.0,232,0
959,Male,36,1,29.0,0,> 2 Years,Yes,28075.0,156.0,230,0
960,Female,21,1,45.0,0,< 1 Year,Yes,27546.0,160.0,279,0
961,Female,20,1,30.0,1,< 1 Year,No,35192.0,160.0,25,0
962,Male,23,1,41.0,1,< 1 Year,No,32978.0,152.0,112,0
963,Female,22,1,46.0,1,< 1 Year,No,59086.0,152.0,238,0
964,Male,33,1,15.0,1,< 1 Year,No,35268.0,152.0,268,0
965,Male,35,1,46.0,0,1-2 Year,Yes,23146.0,124.0,268,0
966,Female,25,1,8.0,1,< 1 Year,No,36341.0,152.0,65,0
967,Female,27,1,8.0,0,< 1 Year,No,42963.0,152.0,175,0
968,Male,47,1,3.0,0,1-2 Year,Yes,24495.0,7.0,284,0
969,Female,25,1,12.0,1,< 1 Year,No,23262.0,152.0,69,0
970,Male,33,1,36.0,0,1-2 Year,Yes,26910.0,124.0,31,0
971,Male,34,1,28.0,0,1-2 Year,Yes,31177.0,26.0,103,1
972,Male,52,1,28.0,0,1-2 Year,Yes,50851.0,124.0,285,1
973,Male,32,1,8.0,1,< 1 Year,No,30505.0,152.0,181,0
974,Male,40,1,8.0,0,1-2 Year,No,49097.0,26.0,208,0
975,Male,57,1,46.0,0,1-2 Year,Yes,2630.0,11.0,269,0
976,Female,23,1,46.0,0,< 1 Year,Yes,47385.0,152.0,277,0
977,Male,33,1,10.0,1,< 1 Year,No,21928.0,152.0,58,0
978,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,42.0,138,0
979,Female,33,1,46.0,0,1-2 Year,Yes,2630.0,156.0,116,1
980,Male,48,1,27.0,0,1-2 Year,Yes,32645.0,152.0,182,0
981,Male,35,1,32.0,0,1-2 Year,Yes,34062.0,163.0,236,1
982,Male,38,1,36.0,0,1-2 Year,Yes,37742.0,26.0,295,1
983,Male,24,1,17.0,1,< 1 Year,No,29625.0,83.0,286,0
984,Female,23,1,47.0,0,< 1 Year,No,29431.0,151.0,257,0
985,Male,23,1,16.0,0,< 1 Year,Yes,2630.0,152.0,126,1
986,Female,25,1,46.0,1,< 1 Year,No,20804.0,152.0,204,0
987,Female,23,1,16.0,1,< 1 Year,No,2630.0,26.0,145,0
988,Male,23,1,47.0,1,< 1 Year,No,31231.0,152.0,175,0
989,Male,48,1,3.0,0,1-2 Year,Yes,32485.0,124.0,12,1
990,Female,51,1,28.0,1,1-2 Year,No,37768.0,25.0,69,0
991,Female,43,1,3.0,0,1-2 Year,Yes,30437.0,26.0,208,0
992,Male,66,1,3.0,1,1-2 Year,No,2630.0,26.0,240,0
993,Female,25,1,3.0,1,< 1 Year,No,22102.0,152.0,163,0
994,Female,27,1,10.0,1,< 1 Year,No,30517.0,152.0,125,0
995,Female,58,1,28.0,0,1-2 Year,Yes,42064.0,26.0,163,0
996,Female,25,1,35.0,1,< 1 Year,No,41195.0,152.0,148,0
997,Male,31,1,28.0,1,< 1 Year,No,38881.0,152.0,120,0
998,Male,31,1,41.0,0,< 1 Year,Yes,18987.0,152.0,100,1
999,Female,43,1,28.0,0,1-2 Year,Yes,55924.0,26.0,216,1
1000,Female,21,1,46.0,1,< 1 Year,No,29298.0,160.0,37,0
1001,Male,49,1,18.0,0,1-2 Year,Yes,47406.0,26.0,212,0
1002,Female,26,1,28.0,1,< 1 Year,No,43080.0,152.0,76,0
1003,Female,26,1,28.0,1,< 1 Year,No,51451.0,152.0,30,0
1004,Female,25,1,41.0,1,< 1 Year,No,23420.0,152.0,90,0
1005,Male,49,1,5.0,0,1-2 Year,Yes,36205.0,26.0,281,0
1006,Female,23,1,41.0,0,< 1 Year,Yes,46543.0,152.0,36,0
1007,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,124.0,254,0
1008,Male,23,1,28.0,0,< 1 Year,Yes,65040.0,26.0,55,1
1009,Female,54,1,28.0,0,> 2 Years,Yes,49985.0,157.0,295,0
1010,Female,42,1,33.0,1,1-2 Year,No,31856.0,152.0,186,0
1011,Male,53,1,28.0,0,1-2 Year,Yes,48625.0,124.0,13,0
1012,Female,24,1,8.0,1,< 1 Year,No,44095.0,152.0,63,0
1013,Female,47,1,20.0,0,1-2 Year,Yes,2630.0,26.0,227,1
1014,Female,67,1,28.0,1,1-2 Year,Yes,37809.0,124.0,294,0
1015,Male,27,1,50.0,1,< 1 Year,No,21844.0,152.0,17,0
1016,Male,49,1,3.0,0,1-2 Year,Yes,40065.0,26.0,267,0
1017,Female,24,1,11.0,1,< 1 Year,No,21837.0,152.0,95,0
1018,Male,32,1,41.0,1,< 1 Year,No,26466.0,152.0,25,0
1019,Female,39,1,8.0,0,1-2 Year,Yes,2630.0,19.0,102,0
1020,Female,45,1,28.0,0,1-2 Year,Yes,45878.0,26.0,127,1
1021,Female,34,1,28.0,1,1-2 Year,No,36282.0,155.0,190,0
1022,Female,61,1,28.0,0,1-2 Year,Yes,54320.0,26.0,20,0
1023,Male,45,1,50.0,1,1-2 Year,Yes,26717.0,30.0,221,0
1024,Female,71,1,28.0,1,1-2 Year,No,40980.0,122.0,255,0
1025,Female,22,1,28.0,0,1-2 Year,Yes,2630.0,124.0,117,0
1026,Female,25,1,33.0,1,< 1 Year,No,33951.0,152.0,206,0
1027,Male,45,1,46.0,0,1-2 Year,Yes,25738.0,124.0,155,0
1028,Male,30,1,3.0,0,< 1 Year,Yes,22419.0,152.0,90,0
1029,Female,27,1,15.0,1,< 1 Year,No,31022.0,152.0,39,0
1030,Female,62,1,28.0,0,1-2 Year,Yes,37684.0,13.0,73,0
1031,Male,47,1,28.0,0,1-2 Year,Yes,45821.0,124.0,44,0
1032,Male,38,1,28.0,0,> 2 Years,Yes,43607.0,124.0,62,0
1033,Male,53,1,28.0,0,> 2 Years,Yes,68850.0,154.0,39,0
1034,Female,22,1,28.0,1,< 1 Year,No,29540.0,152.0,122,0
1035,Male,45,1,29.0,0,1-2 Year,Yes,42124.0,26.0,71,1
1036,Male,21,1,37.0,1,< 1 Year,Yes,29537.0,160.0,243,0
1037,Female,21,1,41.0,0,1-2 Year,Yes,27381.0,124.0,292,0
1038,Female,28,1,28.0,1,< 1 Year,No,45896.0,152.0,215,0
1039,Male,41,1,50.0,0,1-2 Year,Yes,37067.0,152.0,124,0
1040,Female,22,1,8.0,0,< 1 Year,Yes,33829.0,152.0,168,0
1041,Male,41,1,15.0,0,1-2 Year,Yes,2630.0,157.0,232,0
1042,Male,38,1,22.0,0,1-2 Year,Yes,54790.0,124.0,164,0
1043,Female,26,1,21.0,1,< 1 Year,No,29505.0,152.0,28,0
1044,Male,28,1,9.0,0,1-2 Year,Yes,31804.0,157.0,124,1
1045,Female,65,1,28.0,1,1-2 Year,No,48784.0,26.0,288,0
1046,Male,39,1,30.0,1,1-2 Year,No,28982.0,124.0,89,0
1047,Male,27,1,45.0,1,< 1 Year,Yes,24301.0,152.0,102,0
1048,Female,50,1,11.0,0,1-2 Year,Yes,35427.0,124.0,237,1
1049,Male,47,1,28.0,1,1-2 Year,No,35116.0,61.0,38,0
1050,Male,65,1,41.0,0,1-2 Year,Yes,41305.0,26.0,230,0
1051,Male,24,1,7.0,1,< 1 Year,No,36284.0,152.0,99,0
1052,Female,48,1,18.0,0,1-2 Year,Yes,33361.0,124.0,289,0
1053,Female,53,1,28.0,1,1-2 Year,No,31164.0,13.0,202,0
1054,Male,53,1,3.0,0,1-2 Year,Yes,18090.0,26.0,85,1
1055,Female,42,1,35.0,1,1-2 Year,No,2630.0,152.0,57,0
1056,Female,23,1,18.0,1,< 1 Year,No,26583.0,152.0,54,0
1057,Female,31,1,28.0,0,< 1 Year,Yes,38865.0,26.0,157,0
1058,Male,50,1,47.0,0,1-2 Year,Yes,39197.0,124.0,295,0
1059,Male,40,1,20.0,1,1-2 Year,No,2630.0,124.0,165,0
1060,Male,30,1,41.0,0,< 1 Year,Yes,42814.0,152.0,144,0
1061,Male,21,1,30.0,1,< 1 Year,No,31543.0,152.0,192,0
1062,Male,71,0,3.0,0,1-2 Year,No,25323.0,26.0,179,0
1063,Female,24,1,25.0,1,< 1 Year,No,42342.0,152.0,147,0
1064,Male,72,1,9.0,0,1-2 Year,No,25026.0,26.0,187,0
1065,Female,24,1,50.0,1,< 1 Year,No,22267.0,152.0,231,0
1066,Male,46,1,7.0,0,1-2 Year,Yes,42101.0,152.0,164,0
1067,Male,65,1,8.0,1,1-2 Year,No,2630.0,26.0,118,0
1068,Male,54,1,7.0,1,1-2 Year,No,37697.0,124.0,138,0
1069,Female,21,1,28.0,0,< 1 Year,Yes,60733.0,124.0,292,0
1070,Male,59,1,3.0,0,1-2 Year,No,2630.0,26.0,87,0
1071,Male,24,1,49.0,0,< 1 Year,Yes,27291.0,152.0,155,1
1072,Female,22,1,8.0,0,< 1 Year,No,44879.0,160.0,247,0
1073,Male,44,1,28.0,0,1-2 Year,Yes,31494.0,124.0,204,0
1074,Male,50,1,48.0,1,1-2 Year,No,2630.0,26.0,114,0
1075,Female,21,1,28.0,1,< 1 Year,No,37386.0,152.0,275,0
1076,Female,34,1,8.0,0,1-2 Year,Yes,2630.0,124.0,57,0
1077,Female,69,1,28.0,0,> 2 Years,Yes,42340.0,26.0,40,0
1078,Female,21,1,30.0,0,< 1 Year,Yes,25024.0,160.0,20,0
1079,Male,25,1,28.0,0,1-2 Year,No,32174.0,26.0,239,0
1080,Male,71,1,28.0,0,1-2 Year,Yes,67477.0,26.0,221,1
1081,Male,23,1,50.0,1,< 1 Year,No,45359.0,152.0,141,0
1082,Male,74,1,30.0,0,> 2 Years,Yes,34753.0,124.0,206,1
1083,Male,43,1,28.0,0,1-2 Year,Yes,29751.0,124.0,269,0
1084,Female,31,1,5.0,1,< 1 Year,No,35655.0,152.0,103,0
1085,Female,47,1,12.0,0,1-2 Year,Yes,27971.0,154.0,276,0
1086,Male,25,1,10.0,1,< 1 Year,No,22069.0,152.0,93,0
1087,Female,27,1,12.0,1,< 1 Year,No,28210.0,152.0,33,0
1088,Female,33,1,33.0,1,< 1 Year,No,28238.0,152.0,231,0
1089,Female,68,1,47.0,1,1-2 Year,No,36077.0,16.0,130,0
1090,Female,41,1,35.0,0,1-2 Year,No,23041.0,124.0,176,0
1091,Male,62,1,8.0,0,1-2 Year,Yes,28505.0,7.0,123,0
1092,Female,22,1,41.0,1,< 1 Year,No,36997.0,152.0,25,0
1093,Female,32,1,46.0,1,1-2 Year,No,19107.0,124.0,220,0
1094,Male,43,1,31.0,0,1-2 Year,Yes,2630.0,124.0,114,0
1095,Female,24,1,50.0,1,< 1 Year,No,26717.0,152.0,296,0
1096,Male,77,1,7.0,0,1-2 Year,Yes,36581.0,124.0,191,0
1097,Male,61,1,49.0,1,1-2 Year,No,23580.0,26.0,290,0
1098,Male,43,1,28.0,0,1-2 Year,Yes,52520.0,124.0,63,0
1099,Female,45,1,28.0,0,1-2 Year,Yes,40525.0,26.0,174,0
1100,Male,27,1,35.0,1,< 1 Year,No,30996.0,152.0,226,0
1101,Female,42,1,21.0,0,1-2 Year,No,30377.0,152.0,252,0
1102,Female,61,1,11.0,0,1-2 Year,Yes,28484.0,120.0,23,0
1103,Female,27,1,28.0,1,< 1 Year,No,27632.0,152.0,218,0
1104,Male,23,1,46.0,1,< 1 Year,No,31870.0,151.0,254,0
1105,Female,47,1,28.0,0,1-2 Year,Yes,28815.0,26.0,97,1
1106,Female,33,1,28.0,1,1-2 Year,No,32211.0,124.0,242,0
1107,Female,77,1,28.0,0,1-2 Year,Yes,47544.0,26.0,45,0
1108,Male,33,1,41.0,1,< 1 Year,No,32985.0,152.0,40,0
1109,Female,25,1,25.0,1,< 1 Year,No,28122.0,152.0,171,0
1110,Male,56,1,28.0,1,1-2 Year,No,2630.0,26.0,242,0
1111,Male,26,1,30.0,1,< 1 Year,No,18212.0,152.0,26,0
1112,Male,24,1,36.0,1,< 1 Year,No,34727.0,152.0,75,0
1113,Male,21,1,8.0,0,< 1 Year,Yes,48914.0,160.0,57,0
1114,Male,38,1,28.0,0,1-2 Year,Yes,32338.0,124.0,259,0
1115,Male,22,1,8.0,0,< 1 Year,Yes,2630.0,160.0,211,0
1116,Male,50,1,8.0,1,1-2 Year,No,39267.0,26.0,174,0
1117,Female,61,1,28.0,1,1-2 Year,No,2630.0,26.0,226,0
1118,Female,23,1,27.0,0,< 1 Year,Yes,38228.0,160.0,198,0
1119,Male,23,1,28.0,0,< 1 Year,Yes,66952.0,26.0,167,0
1120,Male,32,1,41.0,1,< 1 Year,No,40287.0,152.0,248,0
1121,Male,26,1,36.0,1,< 1 Year,No,2630.0,152.0,138,0
1122,Female,26,1,51.0,1,< 1 Year,No,2630.0,160.0,245,0
1123,Female,24,1,32.0,0,< 1 Year,Yes,33896.0,152.0,295,0
1124,Male,70,1,8.0,0,1-2 Year,Yes,29174.0,26.0,222,0
1125,Female,26,1,6.0,1,< 1 Year,No,19814.0,152.0,81,0
1126,Male,52,1,22.0,0,1-2 Year,Yes,30642.0,8.0,148,1
1127,Male,33,1,24.0,0,< 1 Year,Yes,2630.0,156.0,120,1
1128,Female,27,1,8.0,1,< 1 Year,No,35169.0,152.0,203,0
1129,Female,23,1,8.0,1,< 1 Year,No,40813.0,152.0,276,0
1130,Female,64,1,28.0,0,1-2 Year,Yes,2630.0,156.0,155,0
1131,Male,48,1,28.0,0,1-2 Year,Yes,21877.0,124.0,109,0
1132,Female,41,1,8.0,0,1-2 Year,No,42356.0,124.0,115,0
1133,Male,52,1,50.0,1,1-2 Year,No,37981.0,8.0,272,0
1134,Female,25,1,28.0,0,< 1 Year,Yes,23752.0,152.0,151,1
1135,Female,61,1,8.0,0,1-2 Year,Yes,2630.0,26.0,283,0
1136,Male,22,1,8.0,1,< 1 Year,No,25266.0,26.0,188,0
1137,Male,68,1,11.0,0,1-2 Year,Yes,33639.0,124.0,180,0
1138,Female,23,1,6.0,1,< 1 Year,No,13636.0,152.0,163,0
1139,Female,38,1,24.0,1,1-2 Year,No,20761.0,152.0,92,0
1140,Female,27,1,29.0,1,< 1 Year,No,30006.0,152.0,110,0
1141,Female,43,1,28.0,1,1-2 Year,No,139130.0,122.0,28,0
1142,Female,36,1,8.0,0,1-2 Year,Yes,57831.0,26.0,221,0
1143,Male,23,1,11.0,1,< 1 Year,No,31897.0,152.0,138,0
1144,Female,45,1,48.0,0,1-2 Year,Yes,2630.0,157.0,171,1
1145,Male,43,1,28.0,0,1-2 Year,Yes,22441.0,26.0,83,0
1146,Male,42,1,28.0,0,1-2 Year,Yes,25231.0,13.0,246,0
1147,Male,23,1,39.0,0,< 1 Year,No,2630.0,152.0,293,0
1148,Female,40,1,7.0,1,1-2 Year,No,2630.0,124.0,184,0
1149,Male,55,1,41.0,0,1-2 Year,Yes,22757.0,136.0,77,0
1150,Male,45,1,28.0,1,1-2 Year,No,2630.0,156.0,55,0
1151,Female,48,1,28.0,1,1-2 Year,No,43755.0,26.0,295,0
1152,Female,37,1,47.0,0,1-2 Year,No,41035.0,124.0,212,0
1153,Male,54,1,28.0,0,> 2 Years,Yes,37248.0,124.0,262,0
1154,Male,36,1,39.0,0,1-2 Year,Yes,29846.0,26.0,47,1
1155,Female,46,1,28.0,0,1-2 Year,Yes,42666.0,26.0,259,0
1156,Female,21,1,17.0,0,< 1 Year,Yes,42852.0,152.0,200,0
1157,Male,45,1,7.0,0,1-2 Year,No,2630.0,26.0,97,0
1158,Female,68,1,24.0,0,1-2 Year,Yes,33437.0,124.0,22,0
1159,Female,47,1,31.0,0,1-2 Year,Yes,2630.0,26.0,40,1
1160,Male,22,1,12.0,1,< 1 Year,No,30902.0,152.0,159,0
1161,Male,24,1,36.0,0,< 1 Year,No,29653.0,152.0,159,0
1162,Female,21,1,12.0,0,< 1 Year,Yes,2630.0,152.0,149,0
1163,Male,50,1,28.0,0,1-2 Year,Yes,40768.0,124.0,94,0
1164,Male,28,1,27.0,1,< 1 Year,No,25757.0,152.0,129,0
1165,Male,40,1,28.0,1,1-2 Year,No,58145.0,124.0,172,0
1166,Male,36,1,18.0,0,1-2 Year,No,2630.0,124.0,212,1
1167,Male,24,1,34.0,0,< 1 Year,No,29619.0,151.0,100,0
1168,Male,33,1,28.0,0,1-2 Year,Yes,28902.0,124.0,220,1
1169,Female,58,1,28.0,0,1-2 Year,Yes,40773.0,26.0,166,0
1170,Female,21,1,46.0,1,< 1 Year,No,48452.0,160.0,111,0
1171,Male,45,1,20.0,0,1-2 Year,Yes,2630.0,124.0,123,0
1172,Male,42,1,28.0,0,> 2 Years,Yes,36553.0,26.0,259,0
1173,Male,68,1,2.0,1,1-2 Year,No,34796.0,26.0,170,0
1174,Female,27,1,41.0,1,< 1 Year,No,41109.0,152.0,34,0
1175,Male,24,1,13.0,0,< 1 Year,No,23564.0,152.0,45,0
1176,Male,36,1,28.0,0,1-2 Year,Yes,60320.0,124.0,21,0
1177,Male,59,1,26.0,0,> 2 Years,Yes,38063.0,22.0,283,0
1178,Female,21,1,30.0,1,< 1 Year,No,27662.0,152.0,16,0
1179,Female,66,1,46.0,1,1-2 Year,No,33671.0,124.0,177,0
1180,Male,75,1,28.0,1,1-2 Year,No,31290.0,124.0,157,0
1181,Female,67,1,37.0,0,1-2 Year,Yes,42448.0,156.0,180,1
1182,Female,24,1,30.0,1,< 1 Year,No,33522.0,152.0,188,0
1183,Female,53,1,8.0,0,1-2 Year,Yes,51134.0,152.0,149,0
1184,Female,31,1,28.0,0,< 1 Year,Yes,28921.0,124.0,264,1
1185,Female,24,1,15.0,0,< 1 Year,Yes,47809.0,152.0,24,0
1186,Male,27,1,8.0,0,< 1 Year,Yes,33975.0,152.0,298,0
1187,Male,59,1,28.0,1,1-2 Year,No,36629.0,120.0,263,0
1188,Male,28,1,11.0,1,< 1 Year,No,2630.0,160.0,156,0
1189,Female,39,1,28.0,0,> 2 Years,Yes,34874.0,26.0,70,1
1190,Male,42,1,36.0,0,1-2 Year,Yes,51383.0,26.0,126,0
1191,Female,22,1,8.0,1,< 1 Year,No,45841.0,152.0,48,0
1192,Male,21,1,37.0,0,< 1 Year,Yes,29314.0,160.0,210,0
1193,Male,39,1,19.0,1,1-2 Year,No,26368.0,124.0,207,0
1194,Male,56,1,8.0,0,1-2 Year,Yes,35429.0,124.0,259,0
1195,Male,46,1,28.0,0,1-2 Year,Yes,47144.0,26.0,84,0
1196,Female,23,1,32.0,1,< 1 Year,No,33613.0,151.0,219,0
1197,Male,28,1,11.0,0,< 1 Year,Yes,2630.0,124.0,221,1
1198,Female,26,1,37.0,0,< 1 Year,Yes,31602.0,152.0,280,0
1199,Female,22,1,37.0,0,< 1 Year,Yes,32373.0,160.0,219,0
1200,Male,41,1,28.0,0,1-2 Year,Yes,98002.0,52.0,44,0
1201,Male,23,1,8.0,1,< 1 Year,No,51281.0,152.0,148,0
1202,Female,59,1,28.0,0,1-2 Year,Yes,37871.0,26.0,127,0
1203,Male,26,1,8.0,1,< 1 Year,No,51556.0,152.0,295,0
1204,Female,25,1,8.0,1,< 1 Year,No,41939.0,152.0,167,0
1205,Male,23,1,50.0,1,< 1 Year,No,28016.0,152.0,131,0
1206,Female,26,1,17.0,1,< 1 Year,No,20416.0,152.0,143,0
1207,Male,29,1,41.0,1,< 1 Year,No,29620.0,152.0,145,0
1208,Female,21,1,41.0,1,< 1 Year,No,27094.0,152.0,299,0
1209,Male,21,1,28.0,1,< 1 Year,No,63440.0,152.0,164,0
1210,Female,26,1,21.0,1,< 1 Year,No,33002.0,152.0,20,0
1211,Male,42,1,28.0,1,1-2 Year,No,34454.0,154.0,179,0
1212,Male,49,1,28.0,1,1-2 Year,Yes,2630.0,26.0,150,0
1213,Female,56,1,28.0,0,1-2 Year,Yes,28268.0,26.0,170,1
1214,Male,65,1,28.0,1,1-2 Year,Yes,67117.0,26.0,182,0
